,team1,playoff,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,score1,score2,quality,game_predict
0,DEN,0,MIL,1591.38998549351,1663.06197935915,0.5406771787707182,0.4593228212292818,129,106,93,1
