,team1,playoff,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,score1,score2,quality,game_predict
0,MIL,0,MIABOSMIABOS,6475.6445208886,6404.21665533949,2.646391655056798,1.353608344943202,481,479,342,4
1,MIA,0,BOSMILMILBOS,6262.06480964623,6376.31375574269,2.398696485165422,1.6013035148345778,421,403,275,3
2,BOS,0,MIAMIAMIL,5016.99616215011,4710.4567492274,2.277435678060349,0.7225643219396509,389,359,266,3
