,elo1_pre,elo2_pre,elo_prob1,elo_prob2,raptor1_pre,raptor2_pre,raptor_prob1,raptor_prob2,score1,score2,raptor_offense,raptor_defense,raptor_box_total,war_total,date,team1,team2
21,1523.17687586084,1560.4109426039,0.5893574519547353,0.4106425480452647,1554.01854158791,1519.140186304,0.678661041852329,0.321338958147671,118,101,-1.6032673066064227,-0.31258571747032576,-1.4926659174655872,1.1139833400209818,2018-10-19,MIL,IND
22,1627.95920342293,1688.56782951105,0.5564470854902762,0.4435529145097238,1631.54211853799,1748.53254046676,0.520058701538193,0.479941298461807,123,124,-1.3824355534855015,-0.3326618512679291,-1.6008581553776013,1.305566190777535,2018-10-19,UTA,GSW
23,1494.65095710876,1580.56653135147,0.5202580222133049,0.4797419777866951,1435.29191500409,1626.37010333237,0.367056903496858,0.632943096503142,108,92,-0.41591625446685737,0.2655107376871907,-0.25241747013501137,1.3837445186421644,2018-10-19,LAC,OKC
24,1548.95635680007,1432.62906866667,0.7764817324612054,0.2235182675387945,1531.11110859687,1448.85133864414,0.741736370549894,0.258263629450106,132,112,-0.875367607351667,-0.09001741846878158,-1.1300748012176458,1.1697725387980216,2018-10-20,IND,BRK
25,1494.4743243283,1591.11633691382,0.5048323818829766,0.4951676181170233,1567.61489015387,1658.01027437356,0.572237970089243,0.427762029910757,113,117,-1.9524918495889552,-0.4559541951147397,-2.1908523685090486,0.9584098218129427,2018-10-20,WAS,TOR
26,1416.07822935995,1566.42645035434,0.4280460598156293,0.5719539401843707,1324.09228561234,1629.24977946257,0.229302449495047,0.770697550504953,101,103,-2.1635353359348684,-0.39897094189553856,-2.447883090566853,0.8564480154123223,2018-10-20,NYK,BOS
27,1597.96852875872,1361.99758333913,0.8736919651618114,0.1263080348381886,1596.98240490632,1421.17101222902,0.862947042160484,0.137052957839516,116,115,-1.4565897003396808,-0.5634523706933529,-1.9242807177031038,0.8387870573575877,2018-10-20,PHI,ORL
28,1360.43824636425,1494.85278122794,0.4506348463075038,0.5493651536924962,1351.54165330445,1488.01931895,0.440443628130552,0.559556371869448,116,118,-1.2114679981831267,-0.12619834161482368,-1.4969905941323352,0.9455408902244122,2018-10-20,CHI,DET
29,1499.01551181138,1518.44844153193,0.6139108302584512,0.3860891697415488,1495.78126137211,1504.41217619887,0.673026198209285,0.326973801790715,112,113,-0.4980916621430709,0.01952631930508656,-0.6266332137540765,1.2548516298310946,2018-10-20,MIA,CHO
30,1379.4223128894,1539.45052171244,0.4144619131396808,0.5855380868603192,1387.61342887406,1558.13122777828,0.459207837445041,0.540792162554959,140,136,-1.4396242487064195,-0.3806824495186836,-1.702601709190458,1.111679841133371,2018-10-20,DAL,MIN
31,1577.7336171828,1348.57952380519,0.8692976824487371,0.1307023175512629,1591.3834497343,1368.39352271981,0.888417443025149,0.111582556974851,119,91,-0.6687694363945071,-0.6991722201064978,-1.4619372861086175,1.261793259940909,2018-10-20,DEN,PHO
32,1565.03336600811,1543.87835356846,0.6676164622411337,0.3323835377588663,1500.28019388923,1478.05956585553,0.673510382601073,0.326489617398927,121,108,-1.1721333216472256,-0.4065167878365009,-1.735823001257248,1.1088953738709184,2018-10-20,POR,SAS
33,1486.29667044741,1626.22898380142,0.4427844974905703,0.5572155025094296,1580.67960476208,1657.61175118066,0.529847726113511,0.470152273886489,115,124,-1.5938104691426243,0.08102333091434365,-1.5252903332343226,0.9292234804409539,2018-10-20,LAL,HOU
34,1544.96172605359,1369.24937413073,0.8302116319345306,0.1697883680654693,1386.31244387586,1337.84520107891,0.699406344153083,0.300593655846917,111,133,-1.2394151453052364,-0.2340287582475897,-1.4209651595102004,1.0630201542661402,2018-10-21,CLE,ATL
35,1567.22783867064,1387.94938552397,0.8330856995192757,0.1669143004807243,1633.90131795475,1349.01672067114,0.901288523538174,0.0987114764618263,120,131,-2.380200578200271,-0.03260248343985332,-2.213474010582961,1.190567642228602,2018-10-21,OKC,SAC
36,1582.0371674325,1693.21241377326,0.4839230716550121,0.516076928344988,1619.0989715965,1758.91396248141,0.435836816730747,0.564163183269253,100,98,-0.6687694363945071,-0.6991722201064978,-1.4619372861086175,1.261793259940909,2018-10-21,DEN,GSW
37,1507.98964978959,1634.58211354715,0.4618049247859616,0.5381950752140384,1463.40804690069,1662.69253231616,0.416284372204038,0.583715627795962,115,112,-0.41591625446685737,0.2655107376871907,-0.25241747013501137,1.3837445186421644,2018-10-21,LAC,HOU
38,1570.40280933089,1361.19283055161,0.8556913980609019,0.1443086019390981,1619.73507145611,1418.91771296114,0.844258139005752,0.155741860994248,90,93,-0.9973401158941715,0.1084042167474989,-0.7241889900533046,1.2071237995547812,2018-10-22,BOS,ORL
39,1597.51902909446,1523.75309128786,0.7311130651860165,0.2688869348139835,1648.65115792757,1500.96945133317,0.806198595273381,0.193801404726619,127,106,-1.1157164179627757,-0.7293068263975712,-1.5565714537862523,1.3189254637487082,2018-10-22,TOR,CHO
40,1531.6705922338,1555.19863499898,0.6083085851718498,0.3916914148281502,1530.04822280255,1535.79994330424,0.629245506059764,0.370754493940236,101,91,-1.0435136180063183,-0.44113758145220755,-1.5306725509054335,1.1102898961445602,2018-10-22,MIN,IND
41,1534.63146166467,1412.1018703834,0.7826171091945731,0.2173828908054269,1581.64013080733,1329.88197572233,0.8845754019779,0.1154245980221,124,113,-1.6032673066064227,-0.31258571747032576,-1.4926659174655872,1.1139833400209818,2018-10-22,MIL,NYK
42,1387.20224236804,1356.20011602701,0.68007333888801,0.31992666111199,1365.97154859124,1351.4894190142,0.660258925060454,0.339741074939546,115,109,-1.4396242487064195,-0.3806824495186836,-1.702601709190458,1.111679841133371,2018-10-22,DAL,CHI
43,1623.31461916072,1371.21500626773,0.8835872832535014,0.1164127167464985,1641.7344402217,1428.97466979175,0.88292254330904,0.11707745669096,84,92,-1.3824355534855015,-0.3326618512679291,-1.6008581553776013,1.305566190777535,2018-10-22,UTA,MEM
44,1572.45889985051,1488.07163214766,0.7429615167255565,0.2570384832744434,1502.4052960287,1569.74209483843,0.557405878382573,0.442594121617427,124,125,-1.1721333216472256,-0.4065167878365009,-1.735823001257248,1.1088953738709184,2018-10-22,POR,WAS
45,1477.94354070168,1536.45281972606,0.5594277137368727,0.4405722862631273,1575.86418739306,1461.35166954423,0.774078219082793,0.225921780917207,142,143,-1.5938104691426243,0.08102333091434365,-1.5252903332343226,0.9292234804409539,2018-10-22,LAL,SAS
46,1688.1801972652,1344.27597355549,0.9279299793090824,0.0720700206909176,1760.2570825673,1368.99470600296,0.925473925557801,0.0745260744421995,123,103,-0.7780439997772083,-0.30583769790167864,-0.7073813706539678,1.8167761201555217,2018-10-22,GSW,PHO
47,1499.09091156518,1598.77328154624,0.5004571062143391,0.4995428937856608,1479.80088844279,1599.33615587581,0.475212245937835,0.524787754062165,133,132,-1.3100424250935774,-1.0661913995030223,-2.275513255149125,0.9000706849048589,2018-10-23,DET,PHI
48,1596.84754421841,1514.13813756013,0.7411127031982507,0.2588872968017492,1572.96655613441,1449.88734332628,0.785514233658062,0.214485766341938,116,109,-1.0025956118143073,-1.3966975702656401,-2.186661368971054,1.0401890902217898,2018-10-23,NOP,LAC
49,1587.06938394056,1411.57462306,0.8300349984380266,0.1699650015619733,1607.11947189326,1337.43980082384,0.9145014911736,0.0854985088263995,126,112,-0.6687694363945071,-0.6991722201064978,-1.4619372861086175,1.261793259940909,2018-10-23,DEN,SAC
50,1507.65970443265,1426.38679046776,0.7395229914152114,0.2604770085847886,1376.94776397583,1443.61611772256,0.547591228167698,0.452408771832302,86,102,-1.2394151453052364,-0.2340287582475897,-1.4209651595102004,1.0630201542661402,2018-10-24,CLE,BRK
51,1406.55139575167,1391.68070380673,0.6595408710834796,0.3404591289165204,1365.95133049576,1366.17989692833,0.642972052979353,0.357027947020647,111,104,-1.0644526382426054,-0.1873103354572399,-1.5198074774655226,0.9766783761899793,2018-10-24,ATL,DAL
52,1493.71086205545,1408.03797515638,0.7443722676628624,0.2556277323371376,1499.42717579393,1332.74570325718,0.822767320887123,0.177232679112877,110,87,-0.4980916621430709,0.01952631930508656,-0.6266332137540765,1.2548516298310946,2018-10-24,MIA,NYK
53,1605.52066600229,1539.33148541365,0.7224529492392541,0.2775470507607459,1664.54258317219,1546.56262789748,0.77690767737769,0.22309232262231,112,105,-1.1157164179627757,-0.7293068263975712,-1.5565714537862523,1.3189254637487082,2018-10-24,TOR,MIN
54,1628.43362577661,1600.97816705756,0.6756150642039389,0.3243849357960611,1662.1612389982,1625.94301022063,0.676011592329006,0.323988407670994,89,100,-1.5589888251231927,-0.5273973877918952,-1.8992068717762298,1.1910195828538201,2018-10-24,HOU,UTA
55,1351.72165458832,1515.75145438003,0.4088829418807137,0.5911170581192863,1345.40268003966,1491.83381977105,0.426961520530626,0.573038479469374,112,110,-1.2114679981831267,-0.12619834161482368,-1.4969905941323352,0.9455408902244122,2018-10-24,CHI,CHO
56,1541.13039436667,1547.53774181913,0.631524523860306,0.368475476139694,1469.99729534477,1525.0820848592,0.560592873452949,0.439407126547051,96,116,-0.25658330726637635,0.23859015539868522,-0.14182209286332043,1.5493960661958228,2018-10-24,SAS,IND
57,1538.69535689169,1594.73609173348,0.5629270353362006,0.4370729646637994,1575.31964832926,1593.65512334117,0.674857588104765,0.325142411895235,123,108,-1.6032673066064227,-0.31258571747032576,-1.4926659174655872,1.1139833400209818,2018-10-24,MIL,PHI
58,1342.53365801658,1473.26596606107,0.455887641999725,0.544112358000275,1370.47048165999,1572.82764875087,0.35713314971332,0.64286685028668,113,131,-1.392253680338939,-0.5498329072935675,-1.8623002637268395,1.0828834317397686,2018-10-24,PHO,LAL
59,1407.99211922044,1393.55145837089,0.6589847958078736,0.3410152041921264,1344.30195778621,1432.25823724861,0.437271721010272,0.562728278989728,97,92,-1.2747782561169487,-0.832348503104289,-2.1541590441290337,0.9240626880548425,2018-10-24,SAC,MEM
60,1689.92251280411,1495.1168375026,0.8451474693503085,0.1548525306496915,1754.82618506774,1573.33789881987,0.831527844981684,0.168472155018316,144,122,-0.7780439997772083,-0.30583769790167864,-0.7073813706539678,1.8167761201555217,2018-10-24,GSW,WAS
61,1373.90513278221,1565.41369449557,0.3712715700039622,0.6287284299960378,1415.05775013414,1506.17062484051,0.515396899531142,0.484603100468858,114,128,-1.5554539901093272,-0.17653523295047255,-2.0952589483612067,0.7374666025737066,2018-10-25,ORL,POR
62,1503.12810137794,1483.33954093697,0.6658686798647578,0.3341313201352421,1482.98466470004,1366.00391541059,0.821162231223398,0.178837768776602,110,103,-1.3100424250935774,-1.0661913995030223,-2.275513255149125,0.9000706849048589,2018-10-25,DET,CLE
63,1543.60260113461,1557.69050710029,0.621177654091002,0.378822345908998,1620.93969533758,1615.15805041438,0.663470492310101,0.336529507689899,95,101,-2.380200578200271,-0.03260248343985332,-2.213474010582961,1.190567642228602,2018-10-25,OKC,BOS
64,1486.81953395075,1590.65188778012,0.4944850231676798,0.5055149768323202,1574.51299976098,1615.81125385354,0.514029516101337,0.485970483898663,121,114,-1.5938104691426243,0.08102333091434365,-1.5252903332343226,0.9292234804409539,2018-10-25,LAL,DEN
65,1609.64253410006,1386.43441468564,0.8653593520524827,0.1346406479475173,1661.08124275525,1369.07251424072,0.904737163497052,0.0952628365029484,116,107,-1.1157164179627757,-0.7293068263975712,-1.5565714537862523,1.3189254637487082,2018-10-26,TOR,DAL
66,1399.99512657738,1694.31059953714,0.2462766713247155,0.7537233286752845,1327.30174518055,1761.08715974333,0.128637793731453,0.871362206268547,100,128,-2.1635353359348684,-0.39897094189553856,-2.447883090566853,0.8564480154123223,2018-10-26,NYK,GSW
67,1600.64796228297,1450.70695396344,0.8082650519147765,0.1917349480852235,1576.84821273878,1447.09415308409,0.787562963117958,0.212437036882042,117,115,-1.0025956118143073,-1.3966975702656401,-2.186661368971054,1.0401890902217898,2018-10-26,NOP,BRK
68,1611.86536521175,1510.33771949557,0.7613484105719546,0.2386515894280454,1660.75067395102,1454.13358136615,0.849873633234694,0.150126366765306,113,133,-1.5589888251231927,-0.5273973877918952,-1.8992068717762298,1.1910195828538201,2018-10-26,HOU,LAC
69,1535.20961731588,1550.06456166136,0.6201380788398934,0.3798619211601066,1544.24345926335,1575.05808972286,0.594645852888424,0.405354147111576,95,125,-1.0435136180063183,-0.44113758145220755,-1.5306725509054335,1.1102898961445602,2018-10-26,MIN,MIL
70,1412.38925447189,1490.72875076957,0.5311316472099818,0.4688683527900181,1347.44497214668,1568.74787397588,0.323252128851235,0.676747871148765,116,112,-1.2747782561169487,-0.832348503104289,-2.1541590441290337,0.9240626880548425,2018-10-26,SAC,WAS
71,1602.19208513422,1617.54642762242,0.6194606456060747,0.3805393543939253,1572.25283188483,1631.49856102909,0.483743912519204,0.516256087480796,111,132,-1.0025956118143073,-1.3966975702656401,-2.186661368971054,1.0401890902217898,2018-10-27,NOP,UTA
72,1508.25839706855,1568.00630439917,0.5576696279189516,0.4423303720810484,1481.1362983163,1613.50765551323,0.462810167317477,0.537189832682523,89,109,-1.3100424250935774,-1.0661913995030223,-2.275513255149125,0.9000706849048589,2018-10-27,DET,BOS
73,1478.20924524636,1569.90127364241,0.5119538539268375,0.4880461460731625,1366.70236108559,1537.60558703559,0.406552446537116,0.593447553462884,107,119,-1.2394151453052364,-0.2340287582475897,-1.4209651595102004,1.0630201542661402,2018-10-27,CLE,IND
74,1583.36688696381,1516.4742562726,0.7232641783963591,0.2767358216036408,1597.91862866422,1493.06810289163,0.800996981073795,0.199003018926205,105,103,-1.4565897003396808,-0.5634523706933529,-1.9242807177031038,0.8387870573575877,2018-10-27,PHI,CHO
75,1411.79768487276,1350.99885269575,0.7161883719008807,0.2838116280991193,1362.90935987847,1346.6225791596,0.721411858955495,0.278588141044505,85,97,-1.0644526382426054,-0.1873103354572399,-1.5198074774655226,0.9766783761899793,2018-10-27,ATL,CHI
76,1389.15432311944,1328.9800901269,0.7154569772134026,0.2845430227865974,1436.85560838588,1370.06360929424,0.713127350029289,0.286872649970711,117,96,-0.8372460902602737,0.049062024980956805,-0.8040444938082164,0.9961992645001337,2018-10-27,MEM,PHO
77,1501.75371063445,1574.31259043222,0.5394090341551073,0.4605909658448927,1502.66629020494,1512.64741526023,0.617922386730688,0.382077613269312,120,111,-0.4980916621430709,0.01952631930508656,-0.6266332137540765,1.2548516298310946,2018-10-27,MIA,POR
78,1518.76686254339,1495.35124818565,0.6704977986252586,0.3295022013747414,1467.36319329921,1581.98999376491,0.486656608014646,0.513343391985354,110,106,-0.25658330726637635,0.23859015539868522,-0.14182209286332043,1.5493960661958228,2018-10-27,SAS,LAL
79,1579.16546358372,1365.00623684556,0.8591739399824602,0.1408260600175398,1585.91634735229,1415.59867909772,0.786337089483375,0.213662910516625,113,91,-1.6032673066064227,-0.31258571747032576,-1.4926659174655872,1.1139833400209818,2018-10-27,MIL,ORL
80,1449.16283111219,1703.1766318853,0.2918171936318632,0.7081828063681368,1450.88151928613,1767.24357765811,0.209327157562662,0.790672842437338,114,120,-0.6388341696304585,-0.1557601210397023,-1.1274391368625944,0.8137193129039716,2018-10-28,BRK,GSW
81,1533.28680383573,1320.43094076682,0.8582637012623908,0.1417362987376091,1614.21656895566,1361.09899892839,0.911397029235958,0.0886029707640424,117,110,-2.380200578200271,-0.03260248343985332,-2.213474010582961,1.190567642228602,2018-10-28,OKC,PHO
82,1384.35177684085,1640.0682464545,0.2897957882944264,0.7102042117055736,1370.0342512583,1644.55262859629,0.312543306077762,0.687456693922238,104,113,-1.4396242487064195,-0.3806824495186836,-1.702601709190458,1.111679841133371,2018-10-28,DAL,UTA
83,1540.07405690119,1484.89917549348,0.7095621384802007,0.2904378615197993,1452.69343259542,1566.31416945357,0.463485854860828,0.536514145139172,136,104,-0.41591625446685737,0.2655107376871907,-0.25241747013501137,1.3837445186421644,2018-10-28,LAC,WAS
84,1585.72618706608,1392.66962512303,0.8438251612499386,0.1561748387500614,1601.50123679546,1360.47530873811,0.874623833290942,0.125376166709058,113,92,-1.4565897003396808,-0.5634523706933529,-1.9242807177031038,0.8387870573575877,2018-10-29,PHI,ATL
85,1581.89540155789,1565.53857759087,0.6614592076214639,0.338540792378536,1538.86032738716,1507.21530694406,0.684901261231188,0.315098738768812,93,103,-0.875367607351667,-0.09001741846878158,-1.1300748012176458,1.1697725387980216,2018-10-29,IND,POR
86,1391.12909422922,1445.1448096453,0.5657929784979717,0.4342070215020283,1328.04681631236,1455.33569509036,0.516479647516757,0.483520352483243,115,96,-2.1635353359348684,-0.39897094189553856,-2.447883090566853,0.8564480154123223,2018-10-29,NYK,BRK
87,1510.5277234758,1418.21882974798,0.7515729395324401,0.2484270604675599,1505.12106686839,1344.43962783008,0.824292733052086,0.175707266947914,113,123,-0.4980916621430709,0.01952631930508656,-0.6266332137540765,1.2548516298310946,2018-10-29,MIA,SAC
88,1506.10871539352,1491.55798027474,0.6591271751174743,0.3408728248825257,1539.88394172842,1571.69611576427,0.605982001654186,0.394017998345814,124,120,-1.0435136180063183,-0.44113758145220755,-1.5306725509054335,1.1102898961445602,2018-10-29,MIN,LAL
89,1370.12691244548,1707.19465335219,0.2034820913270138,0.7965179086729862,1354.18939172391,1762.84212159069,0.179391372956949,0.820608627043051,124,149,-1.2114679981831267,-0.12619834161482368,-1.4969905941323352,0.9455408902244122,2018-10-29,CHI,GSW
90,1583.1067030251,1611.72517194485,0.6013048906017852,0.3986951093982148,1593.28775939789,1659.97693341697,0.548036382532931,0.451963617467069,124,109,-1.6032673066064227,-0.31258571747032576,-1.4926659174655872,1.1139833400209818,2018-10-29,MIL,TOR
91,1522.5601304543,1379.33507744691,0.8022022879424612,0.1977977120575388,1466.30037144343,1372.95909637107,0.798368046065119,0.201631953934881,113,108,-0.25658330726637635,0.23859015539868522,-0.14182209286332043,1.5493960661958228,2018-10-29,SAS,DAL
92,1582.12017354522,1579.67026630214,0.64330756931586,0.35669243068414,1606.91024187903,1570.17787352196,0.734962507450318,0.265037492549682,116,111,-0.6687694363945071,-0.6991722201064978,-1.4619372861086175,1.261793259940909,2018-10-29,DEN,NOP
93,1361.06499740418,1436.65393873493,0.535072643592372,0.4649273564076279,1416.85704383639,1354.11327972367,0.756445446881511,0.243554553118489,99,107,-1.5554539901093272,-0.17653523295047255,-2.0952589483612067,0.7374666025737066,2018-10-30,ORL,SAC
94,1466.21511733088,1388.38140609967,0.7356913521307947,0.2643086478692052,1362.90161946729,1352.7919967239,0.711406605494182,0.288593394505818,136,114,-1.2394151453052364,-0.2340287582475897,-1.4209651595102004,1.0630201542661402,2018-10-30,CLE,ATL
95,1601.56948218533,1590.01440608944,0.6552421641710325,0.3447578358289674,1660.22576518717,1605.16000595057,0.702223817782196,0.297776182217804,129,112,-1.1157164179627757,-0.7293068263975712,-1.5565714537862523,1.3189254637487082,2018-10-30,TOR,PHI
96,1586.88374563207,1489.38095583565,0.7571132294777965,0.2428867705222035,1620.10865255638,1474.71162032629,0.797095091147315,0.202904908852685,108,105,-0.9973401158941715,0.1084042167474989,-0.7241889900533046,1.2071237995547812,2018-10-30,BOS,DET
97,1582.12902780613,1580.67628529995,0.6419893387699469,0.3580106612300531,1651.53792653706,1512.53642020011,0.836124041375654,0.163875958624346,85,104,-1.5589888251231927,-0.5273973877918952,-1.8992068717762298,1.1910195828538201,2018-10-30,HOU,POR
98,1397.70347247952,1473.05633081826,0.5354107064669121,0.4645892935330878,1442.38848705851,1558.39534814667,0.482973930198309,0.517026069801691,107,95,-0.8372460902602737,0.049062024980956805,-0.8040444938082164,0.9961992645001337,2018-10-30,MEM,WAS
99,1535.19420000666,1551.91690157641,0.6176020894768167,0.3823979105231833,1615.58968475444,1466.75773203139,0.816266243331068,0.183733756668932,128,110,-2.380200578200271,-0.03260248343985332,-2.213474010582961,1.190567642228602,2018-10-30,OKC,LAC
100,1431.90401662241,1487.03573255555,0.5642140713317938,0.4357859286682062,1448.83686617659,1475.5403561272,0.657436629878215,0.342563370121785,120,119,-0.6388341696304585,-0.1557601210397023,-1.1274391368625944,0.8137193129039716,2018-10-31,BRK,DET
101,1510.0583768265,1645.08494584844,0.4497627965549992,0.5502372034450008,1541.00263390722,1638.15401527627,0.511400423181814,0.488599576818186,128,125,-1.0435136180063183,-0.44113758145220755,-1.5306725509054335,1.1102898961445602,2018-10-31,MIN,UTA
102,1363.56847153038,1586.76023187177,0.3297869565539224,0.6702130434460776,1348.89478480947,1609.32477219953,0.287948979975626,0.712051020024374,107,108,-1.2114679981831267,-0.12619834161482368,-1.4969905941323352,0.9455408902244122,2018-10-31,CHI,DEN
103,1404.36988725211,1566.75769384881,0.4111694381341391,0.5888305618658609,1331.49608648318,1537.94986326068,0.346785210230338,0.653214789769662,101,107,-2.1635353359348684,-0.39897094189553856,-2.447883090566853,0.8564480154123223,2018-10-31,NYK,IND
104,1318.52354459589,1524.89061770195,0.351535150395116,0.6484648496048839,1354.83041991347,1465.36411392837,0.487766628488597,0.512233371511403,90,120,-1.392253680338939,-0.5498329072935675,-1.8623002637268395,1.0828834317397686,2018-10-31,PHO,SAS
105,1713.75309426729,1575.03020797559,0.7980577823152324,0.2019422176847676,1764.64921945841,1567.09315917255,0.837279958871999,0.162720041128001,131,121,-0.7780439997772083,-0.30583769790167864,-0.7073813706539678,1.8167761201555217,2018-10-31,GSW,NOP
106,1487.60831884176,1377.00459019926,0.7707114005177815,0.2292885994822184,1565.6434561797,1374.13615702855,0.836777179011319,0.163222820988681,114,113,-1.5938104691426243,0.08102333091434365,-1.5252903332343226,0.9292234804409539,2018-10-31,LAL,DAL
107,1474.31846539716,1589.18700414497,0.4786155057736401,0.5213844942263599,1374.41364114434,1601.21936925586,0.386207583948872,0.613792416051128,91,110,-1.2394151453052364,-0.2340287582475897,-1.4209651595102004,1.0630201542661402,2018-11-01,CLE,DEN
108,1580.7422299313,1540.99623350462,0.6909239977795252,0.3090760022204748,1602.39563446165,1449.27028814076,0.809301534627771,0.190698465372229,122,113,-1.4565897003396808,-0.5634523706933529,-1.9242807177031038,0.8387870573575877,2018-11-01,PHI,LAC
109,1380.27805803339,1446.56364558597,0.5483672206905034,0.4516327793094966,1341.31189895284,1350.37154499221,0.628612529304573,0.371387470695427,115,146,-1.0644526382426054,-0.1873103354572399,-1.5198074774655226,0.9766783761899793,2018-11-01,ATL,SAC
